10.254,8.597
-0.58581,1.3881
2.4457,1.0898
-4.6235,-2.0176
-0.27672,-1.0047
3.1285,1.7302
10.707,8.0399
-2.0434,0.13591
-0.50164,0.10736
-1.9229,-0.86761
1.6664,0.16926
12.234,11.181
10.038,8.854
0.67645,0.76041
-0.43084,-1.9019
-0.017779,1.1909
8.9667,8.3693
0.69476,0.70484
-3.2938,-0.82277
0.0052694,2.5424
2.4199,1.9444
-1.2083,-1.0396
-1.268,0.20874
-0.022256,0.47421
0.76826,0.39416
-0.3838,-0.6483
-1.8356,-1.6402
9.9794,10.814
0.16767,1.1457
-1.8414,-0.89782
0.35197,1.5117
1.5342,0.42624
8.2109,6.6495
-3.1089,-1.3173
-1.4227,0.18142
7.5269,8.3935
0.12643,-0.11866
11.354,15.555
11.936,10.444
1.2713,1.1642
1.1805,1.1518
1.9571,0.9094
-0.039407,0.39516
2.221,2.0459
11.616,12.366
-0.79206,-0.66637
-2.4033,-0.84024
0.92322,1.1338
-0.78902,0.23106
-0.18426,-1.074
0.13189,0.61945
0.092721,0.42425
-2.3223,-0.60945
1.8736,0.24728
0.66323,0.45015
0.35477,-0.70983
-1.6604,-1.6169
1.2716,0.2847
12.288,11.489
10.704,10.984
9.2944,9.3752
1.5,-0.44262
12.727,13.222
12.077,11.265
12.713,15.248
0.24564,0.44458
-0.10524,0.38306
-0.42696,-0.74234
8.082,4.1657
1.1148,0.076398
-0.86834,-0.0033319
0.5915,-0.43817
11.189,12.259
-2.4047,0.23217
-0.9336,-0.55489
-0.018964,-0.35029
11.342,13.729
0.15794,0.35004
-0.78794,-0.1847
0.907,0.79815
10.923,8.9316
9.1059,8.9637
8.4286,10.128
8.2329,6.9255
9.0252,8.4701
9.6374,9.6622
1.2737,-0.29743
-1.1513,-0.58344
0.79715,0.48667
-3.142,-1.7496
1.771,0.62456
-3.0915,-1.3514
9.5122,10.344
12.489,12.963
-1.1595,-1.0794
8.9024,10.669
9.9348,11.431
8.3284,8.7763
-1.2568,1.3021
-1.089,-0.63196
8.3839,8.6995
1.221,-0.09629
11.305,12.041
-0.84806,-0.73955
0.7028,1.0251
6.5687,7.5886
1.6471,0.62244
0.80127,-1.4684
-1.746,-0.686
-3.5853,0.11331
-0.35455,-2.4086
11.139,11.356
-1.4237,-1.0113
9.451,9.183
10.499,10.026
10.581,12.214
-2.0818,-0.17027
7.8278,5.4016
12.426,12.522
3.1261,1.2184
7.6421,6.754
11.936,13.648
-1.0267,0.45289
-0.27413,-0.96726
1.981,-0.62189
10.775,12.41
0.42536,1.3618
9.8794,9.1476
-0.49728,-1.843
-1.6623,-0.14237
0.70918,0.51208
2.474,1.3827
7.1023,4.4943
0.79049,-0.31031
7.076,6.1622
7.6131,7.404
11.028,8.4782
0.5045,-0.49492
-2.1337,-0.77251
3.5716,1.4945
11.6,12.548
-1.2612,-0.33147
0.22612,1.3125
10.251,13.155
3.5125,-0.4268
10.011,10.082
-2.1084,0.42098
-1.3234,-0.52039
0.09936,-0.36064
4.0328,1.52
-0.36571,-0.9148
0.28774,-0.18746
5.1718,1.9319
1.6422,0.87833
2.5111,0.60125
0.1712,-1.9052
9.8115,12.95
-1.5535,0.51822
10.388,9.8589
8.2899,5.2295
-0.93471,-1.4832
-0.61151,-1.3371
2.4139,0.76056
0.6228,-0.52362
-2.9344,-1.741
-2.0643,-1.0509
-1.1693,-1.0921
2.66,2.054
-1.3611,0.55849
0.49483,0.68145
-1.993,-0.25831
-2.5246,-0.20717
10.519,12.834
0.62195,-0.11249
11.28,14.53
11.723,13.938
0.16688,-1.8734
-0.5192,0.4934
10.63,11.525
10.252,7.458
-0.82352,-2.1415
-3.7014,-1.2379
8.8294,5.8795
9.7235,10.16
8.0448,10.996
-1.3736,-0.78107
-1.1637,-0.45261
-0.3232,-0.73368
11.858,10.929
9.7308,9.6809
1.1068,0.73968
-0.0021903,0.18731
-0.41431,-0.71891
-0.4314,-0.20684
2.4891,2.5597
0.047793,-0.18487
-2.3064,-0.59501
9.939,9.0761
-0.70296,1.0223
0.40819,-0.030563
-0.28646,0.66075
1.1518,1.3471
-0.014153,0.18541
11.074,11.644
-1.7927,-1.2028
10.357,11.678
-0.8847,-0.60808
1.213,-2.0558
9.7219,11.984
-0.63916,-0.2567
9.378,8.9408
1.6166,0.15888
12.208,11.909
8.3393,8.1664
1.9133,1.0683
8.9749,7.8822
10.263,9.1713
-2.5415,-0.92898
-0.42594,0.44748
-0.57811,-2.5559
0.14401,0.49701
0.9592,0.45044
11.84,12.449
-0.89261,0.70166
-2.5067,-1.5283
8.9286,9.3645
3.5827,0.027104
-1.1846,-0.38031
2.1227,-0.28266
10.624,10.589
11.696,10.408
8.5719,8.1244
8.76,9.1585
6.9973,5.6124
2.1484,2.043
11.7,10.033
-2.4592,-0.46744
-0.14198,-1.3875
-0.10088,-0.17534
5.8706,4.8642
-1.7798,-0.53015
1.2069,1.8957
-1.3132,-0.20774
9.566,10.002
-0.35995,-1.2522
2.2516,0.52683
-1.9299,-1.3355
9.5325,7.8723
1.339,-0.8025
0.11233,-0.74974
-0.31954,-0.58515
-1.8946,-1.9836
9.8066,8.6094
9.8669,8.1846
-2.5308,-0.91632
-0.58498,0.70083
-0.30878,-0.17952
9.7869,9.2464
0.51219,-1.145
11.026,10.472
2.2012,-0.22079
-0.78675,-0.26779
10.086,10.583
9.9088,7.2926
-0.55356,-0.45665
-1.4186,-2.1188
10.178,11.767
10.411,7.4151
-0.77494,0.95967
8.5056,7.2228
-0.87345,0.78545
0.19588,-0.34235
10.842,9.3015
-1.0695,-0.36421
9.0304,10.212
0.59177,-0.06424
0.76553,0.50075
-0.66517,-0.25088
0.4097,0.15405
3.2745,2.8835
0.34651,0.1166
10.376,8.4539
2.3003,1.7131
-0.0025664,-0.15676
8.217,8.7505
7.1154,5.7397
-0.42256,0.32786
-0.56526,0.31484
8.7955,8.6444
10.97,11.789
-1.0597,-1.2332
0.21972,0.35581
-1.3467,-0.38451
10.666,9.4972
3.2763,0.98177
10.601,11.958
9.263,9.4729
-0.042406,-0.10512
0.19671,0.28976
0.68676,-0.69979
0.6762,0.69896
0.12207,0.10568
0.48501,0.50614
8.8203,7.826
-3.3197,-2.5278
-2.419,-0.20326
2.8162,1.6539
8.2183,10.656
-0.06105,0.89823
1.7737,0.45205
-1.8669,-0.45419
0.015084,0.31647
9.7031,11.614
0.52747,0.24606
-0.078751,0.23556
-4.7293,-1.9661
0.24855,-1.2452
-1.0209,-0.092637
10.918,12.984
0.40823,-1.1913
-4.1437,-0.31603
0.39999,-0.20946
0.20185,-0.9246
0.59707,0.49697
9.4933,10.086
-0.48506,0.80124
10.597,11.555
-1.6644,-0.50926
3.6765,0.47621
3.0004,2.2368
8.4133,7.7198
1.606,0.82595
0.96587,0.43082
12.493,9.5535
12.753,14.413
9.3452,10.621
8.3899,7.1798
11.523,10.49
-3.6472,-1.1865
0.25494,1.117
11.356,15.19
10.611,10.444
9.9666,13.262
-1.2289,0.1917
-1.2581,-1.2841
-0.018027,0.5908
1.2858,-0.18737
1.1293,-0.74685
7.3825,11.469
0.50639,1.2071
0.23561,-0.92909
10.864,11.37
0.042489,0.055735
-1.5876,-1.2375
2.6076,-0.25347
1.4441,-0.14256
-0.36787,0.24478
0.39733,0.19776
1.2558,0.024671
0.78508,-2.0018
-1.4738,-0.51001
12.199,12.084
1.4441,1.6197
2.2087,-0.73167
-1.3974,-0.82506
10.607,11.246
0.40946,0.11106
0.21075,-0.26324
